application_id,annual_income,credit_score,loan_amount,years_in_business,num_employees,previous_loans,debt_to_income_ratio,monthly_revenue,loan_purpose,industry,has_collateral,education_level,geographic_region,default,loan_to_income,rev_to_loan_ratio,rev_per_employee,credit_tier,default_probability,decision_tier
110,23607.601631337955,,11873.25889197341,1.3791081998142205,8,0,0.2989720588861011,2413.9836988970847,working_capital,food,no,high_school,northeast,0,0.5029421911377999,2.4397517691076294,3620.975548345627,Subprime,0.12,🟢 Low Risk (Auto-Approve)
111,18935.629644876717,811.5265854054616,18284.22563781314,4.715482843833902,8,2,0.3465570556564064,3566.255031929554,working_capital,technology,no,masters,midwest,0,0.9655990310710463,2.3405454095168943,5349.382547894331,Elite,0.35,🔴 High Risk (Auto-Reject)
112,71110.53345051875,833.1179566997415,34271.4097851856,2.0865222712699687,9,3,0.3814143317998412,16470.851945035323,working_capital,retail,yes,high_school,midwest,0,0.48194561511808753,5.7672043426080934,21961.135926713767,Elite,0.06,🟢 Low Risk (Auto-Approve)
113,41835.07577908052,716.0626896465267,42655.339149990126,5.683170339965292,7,1,0.5759740590980509,4296.98991438667,working_capital,services,yes,bachelors,southeast,1,1.0196070726689057,1.2088493492297545,7366.268424662862,Average,0.78,🔴 High Risk (Auto-Reject)
114,83064.36438568079,759.9300084404144,36924.27681635341,2.97255994467406,10,3,0.1427556004015629,5712.2284746689,working_capital,retail,no,masters,southwest,0,0.4445260863600694,1.8564139261806232,6854.67416960268,Elite,0.02,🟢 Low Risk (Auto-Approve)
115,70659.16885759476,819.1849860233933,17921.88829362617,2.974022399932482,11,3,0.3155380893256937,20351.280087005613,business_expansion,services,no,masters,west,0,0.2536385381173337,13.62665345542419,22201.39645855158,Elite,0.03,🟢 Low Risk (Auto-Approve)
116,47232.05638278781,802.4578090855712,21292.289967473927,0.1034017740514915,7,1,0.3702540613064987,3572.789128559638,business_expansion,services,yes,bachelors,southwest,0,0.4508016715366476,2.013567803566883,6124.781363245093,Elite,0.07,🟢 Low Risk (Auto-Approve)
117,23851.820431801705,783.0981996867686,46560.23695737268,4.154929999885091,15,1,0.242624406509162,8427.57727302682,equipment,manufacturing,no,high_school,southwest,0,1.952062195441224,2.1720449440347624,6742.061818421455,Elite,0.39,🔴 High Risk (Auto-Reject)
118,11285.991740595658,682.9505801936818,46100.63333555188,11.43199273167204,9,2,0.2255146401479819,,business_expansion,retail,yes,phd,midwest,1,4.084765822548684,,,Average,0.94,🔴 High Risk (Auto-Reject)
119,58758.62225093369,784.0181011008005,83049.29121458811,1.9218267778155516,7,1,0.3201442359304567,8435.269387901724,business_expansion,services,no,high_school,midwest,0,1.4133975241951566,1.218833191402845,14460.461807831527,Elite,0.61,🔴 High Risk (Auto-Reject)
120,15607.546008570966,679.3646078420142,19362.99777195707,0.5179930679382099,7,1,0.5765044140386776,11993.668039657525,working_capital,healthcare,no,masters,southwest,0,1.24061769616593,7.432940816856971,20560.573782270043,Average,0.25,🟡 Medium Risk (Manual Review)
121,22986.12388217092,794.8557581668872,7693.72740087031,11.313872173326104,10,1,0.2391426040311213,5669.731011510486,business_expansion,services,no,bachelors,midwest,0,0.33471182180645576,8.843148267825235,6803.677213812583,Elite,0.01,🟢 Low Risk (Auto-Approve)
122,56193.18839959944,716.2427424807934,26806.391936362863,1.028002839420311,13,1,0.0825088069877081,4745.788528985357,business_expansion,manufacturing,no,bachelors,midwest,1,0.477039881519767,2.1244732406740776,4380.72787290956,Average,0.64,🔴 High Risk (Auto-Reject)
123,52288.46626557876,611.1219144641846,38457.16060837192,1.5788228045111647,13,2,0.2124753812080456,4901.927059656836,working_capital,retail,yes,bachelors,west,0,0.7354807542650774,1.529575345275921,4524.855747375541,Subprime,0.25,🟡 Medium Risk (Manual Review)
124,17511.65869420446,789.3250054565447,48755.11363590686,0.2415693149675317,8,1,0.1465582200727425,4336.778844715344,real_estate,healthcare,no,masters,west,1,2.784151660747164,1.0674028272237899,6505.168267073017,Elite,0.98,🔴 High Risk (Auto-Reject)
125,104769.7969057066,669.4219118811873,16239.008944830231,0.3524236714342296,5,1,0.201057951905946,14283.503507042173,business_expansion,retail,yes,bachelors,midwest,0,0.1549970451832166,10.554957058452311,34280.40841690121,Average,0.04,🟢 Low Risk (Auto-Approve)
126,102925.75291345226,830.8643894114855,30256.68755515716,0.7322041128665915,9,1,0.2349818260888662,7871.444369089374,equipment,retail,no,high_school,southwest,0,0.2939661522864862,3.121866273592547,10495.259158785831,Elite,0.06,🟢 Low Risk (Auto-Approve)
127,72717.42625127593,713.9013702948218,41461.99098791005,2.3853142457202567,10,3,0.6209575994691047,9116.022114075047,real_estate,food,no,high_school,midwest,0,0.5701795721514902,2.638374635718733,10939.226536890057,Average,0.07,🟢 Low Risk (Auto-Approve)
128,72655.33362293942,738.0985772960323,25096.586656137075,2.4479057752058604,9,0,0.1567196661868367,,working_capital,services,no,high_school,northeast,0,0.34541974284202237,,,Average,0.01,🟢 Low Risk (Auto-Approve)
129,72718.04367392194,810.7834162344396,21103.617140829025,2.7960702028418165,12,1,0.2804427607515216,1385.834831640448,real_estate,retail,no,bachelors,west,0,0.2902115633839195,0.7880174222603477,1385.834831640448,Elite,0.11,🟢 Low Risk (Auto-Approve)
130,96796.7984057119,686.7651505500178,34713.40280321571,2.629890324907122,8,1,0.4948157342197323,9868.952606182407,business_expansion,services,no,masters,northeast,0,0.3586213942502389,3.411576558643172,14803.42890927361,Average,0.14,🟢 Low Risk (Auto-Approve)
131,79709.26082484746,626.9769600132498,2741.068848880117,2.0509986998475536,17,1,0.2972297969135807,16924.33523482088,business_expansion,services,no,bachelors,southwest,0,0.034388336066788046,74.09227349427039,11946.58957752062,Subprime,0.02,🟢 Low Risk (Auto-Approve)
132,25643.93432242609,785.0488543850563,19837.15160183899,4.859959884073084,9,0,0.1230312757049583,31161.711569510117,working_capital,manufacturing,yes,bachelors,southwest,0,0.7735611607962604,18.850515756478643,41548.94875934682,Elite,0.08,🟢 Low Risk (Auto-Approve)
133,41377.4544211296,778.5134161163255,91977.12925234652,8.149745861482348,6,1,0.2386070803572535,10583.071019616293,equipment,services,yes,bachelors,southwest,1,2.2228803230915517,1.3807438138993187,21166.142039232585,Elite,0.63,🔴 High Risk (Auto-Reject)
134,203895.96594673465,590.5338464965772,33171.62853950122,0.9431515726793542,10,1,0.4131130983746402,,real_estate,retail,yes,masters,southeast,0,0.16268898889430164,,,Subprime,0.09,🟢 Low Risk (Auto-Approve)
135,6944.529572138106,756.3015858131707,93639.98055321802,0.4184541463754753,12,1,0.3974110644565288,17286.861108660672,working_capital,retail,yes,masters,northeast,1,13.483991907660322,2.2153179878762708,17286.861108660672,Elite,0.93,🔴 High Risk (Auto-Reject)
136,33858.89128408372,680.0957865970547,28447.77726428005,1.6606111955956409,11,5,0.3404832189305316,,business_expansion,technology,no,high_school,southeast,0,0.8401863199121552,,,Average,0.15,🟢 Low Risk (Auto-Approve)
137,105144.37668084889,758.5401232396651,56858.65422882992,0.0803331581603023,10,3,0.59862244072589,3119.548822642043,working_capital,food,yes,bachelors,midwest,0,0.5407674287842938,0.6583797379559414,3743.458587170452,Elite,0.16,🟢 Low Risk (Auto-Approve)
138,27098.0047870751,809.3760207866679,17681.14935330592,6.444931443697396,7,2,0.4559563397915895,8542.006489758285,real_estate,technology,no,high_school,northeast,0,0.6524889744553913,5.797365082374229,14643.439696728488,Elite,0.15,🟢 Low Risk (Auto-Approve)
139,81209.37865047669,775.6958762283268,19885.404743982603,0.8221512620928928,9,0,0.5832930624550299,7659.211949399634,business_expansion,healthcare,no,masters,west,0,0.24486586493376497,4.622010191701432,10212.282599199512,Elite,0.18,🟢 Low Risk (Auto-Approve)
140,51785.83915190565,804.5817257914769,14585.629350680923,2.3908376144922543,12,1,0.4680504131387686,3678.157398156941,equipment,services,no,bachelors,southeast,0,0.2816528531650566,3.0261216514337606,3678.1573981569404,Elite,0.12,🟢 Low Risk (Auto-Approve)
141,28771.347510889267,,53956.75615193219,0.3668249188535584,7,0,0.2656028089293197,11286.21366633785,equipment,services,no,bachelors,northeast,0,1.8753642362948364,2.5100575656308113,19347.79485657917,Subprime,0.39,🔴 High Risk (Auto-Reject)
142,5430.336513634758,669.0258475974993,11553.02430613428,2.4173176594628503,10,1,0.215204261138364,7627.439575219473,business_expansion,healthcare,no,phd,northeast,1,2.1274969381964404,7.922538071181466,9152.927490263368,Average,0.94,🔴 High Risk (Auto-Reject)
143,57574.57559806404,727.5602759102003,4227.2623770604805,0.1193221717134722,7,3,0.2725354395565829,6878.596504502216,business_expansion,technology,no,bachelors,southwest,0,0.07342238015911008,19.526386273525983,11791.879722003798,Average,0.04,🟢 Low Risk (Auto-Approve)
144,25158.27964448533,788.8550051418849,49616.67824131437,4.3935033082906685,7,2,0.2662156060534794,6359.499160278807,business_expansion,services,yes,bachelors,southeast,0,1.9721808860722436,1.538071322553819,10901.998560477954,Elite,0.41,🔴 High Risk (Auto-Reject)
145,45686.621258244224,720.2698132300502,10532.59551336936,9.33150828294602,11,2,0.2086537947454324,8862.852125613821,working_capital,healthcare,yes,bachelors,midwest,0,0.23054004046028545,10.097627443526815,9668.565955215077,Average,0.01,🟢 Low Risk (Auto-Approve)
146,72219.02909777328,720.8809221064728,44599.283019055765,1.1000722262032134,9,4,0.3208993675884646,19891.85914683007,working_capital,retail,yes,bachelors,midwest,0,0.6175558377927693,5.3521557658218715,26522.47886244009,Average,0.03,🟢 Low Risk (Auto-Approve)
147,91584.36895041236,541.3678195796521,20792.21707912744,0.8960859302061109,7,1,0.2671068731295868,7094.22984753811,business_expansion,retail,no,high_school,west,0,0.22702801053731367,4.094356933966269,12161.536881493903,Subprime,0.08,🟢 Low Risk (Auto-Approve)
148,33768.97067322071,682.3984195704995,125829.86132573488,1.782594369907207,7,0,0.2796443732019701,1997.5182067005376,working_capital,technology,no,high_school,midwest,1,3.7261977139717732,0.19049705870973596,3424.3169257723503,Average,0.98,🔴 High Risk (Auto-Reject)
149,28725.04845972503,654.7447248924155,82713.99569237305,2.902544140599895,9,2,0.5892531078696764,15034.644538564284,working_capital,food,yes,masters,midwest,1,2.8795076119138714,2.1811996017429407,20046.19271808571,Average,0.91,🔴 High Risk (Auto-Reject)
150,15339.182337848904,830.867469670112,147939.82548947574,0.6283228195836178,6,2,0.3061926042324383,10122.792019586315,equipment,retail,yes,masters,southwest,1,9.644570501286715,0.8211007673770526,20245.58403917263,Elite,0.94,🔴 High Risk (Auto-Reject)
151,94638.87217189252,822.7247038244044,9387.37262000556,4.878348634713403,12,2,0.0281517074417722,26673.908956160267,equipment,food,no,masters,southwest,0,0.09919150983704964,34.097603283775214,26673.908956160263,Elite,0.06,🟢 Low Risk (Auto-Approve)
152,185451.7792652583,788.7930072604182,24954.754126827105,0.6639412293683777,12,1,0.5330063801398295,7641.102219904214,working_capital,food,yes,bachelors,midwest,1,0.13456195581242406,3.674379085157069,7641.102219904214,Elite,0.67,🔴 High Risk (Auto-Reject)
153,101594.29149599002,698.7507897346384,4183.619629221998,0.0164677753006642,4,1,0.2135330061393502,8951.430251089594,real_estate,retail,no,bachelors,northeast,0,0.04117967227899934,25.67565231379575,26854.290753268782,Average,0.11,🟢 Low Risk (Auto-Approve)
154,116868.031579281,802.0519221573329,35902.43638058569,2.2285919984130045,7,1,0.0849728872229817,7238.8772213047905,real_estate,manufacturing,yes,bachelors,southwest,0,0.3072049378724256,2.419516205942801,12409.503807951069,Elite,0.06,🟢 Low Risk (Auto-Approve)
155,27295.022865669474,805.3024274455455,10523.97044570343,0.3670104403304078,9,4,0.2699626844958087,15833.301928965897,working_capital,services,no,bachelors,west,0,0.38556371604802847,18.053986765533057,21111.069238621196,Elite,0.1,🟢 Low Risk (Auto-Approve)
156,69234.0499516702,733.9018843719244,26169.324206036723,3.5943571668496936,7,3,0.1263740300370726,13503.916391430846,real_estate,services,no,bachelors,northeast,0,0.37798343769149123,6.192249957291189,23149.570956738597,Average,0.04,🟢 Low Risk (Auto-Approve)
157,86402.08496882331,748.3937386104299,1957.32382557532,0.5498580503346204,14,1,0.1911039206565055,9387.454743697152,working_capital,services,no,bachelors,northeast,0,0.022653664275365415,57.55279502166922,8046.389780311844,Average,0.03,🟢 Low Risk (Auto-Approve)
158,19894.15792293964,726.5274357743507,2184.375362201203,5.101049860815796,8,2,0.2128134337722981,13310.493169026224,working_capital,healthcare,yes,phd,southeast,0,0.10979984026780215,73.12201043476259,19965.739753539336,Average,0.07,🟢 Low Risk (Auto-Approve)
159,143614.56438797887,721.0582761157104,12014.108440365486,1.9067193123230013,6,1,0.1936420458525146,2421.012660139236,real_estate,food,no,masters,southwest,0,0.08365522321196496,2.4181696099945493,4842.025320278472,Average,0.08,🟢 Low Risk (Auto-Approve)
160,12546.4030080295,673.7336091820011,13770.232177866552,2.506053849602171,11,3,0.145430057386511,4272.7119531932,real_estate,services,no,bachelors,midwest,1,1.0975442259469763,3.7234334741814177,4661.1403125744,Average,0.72,🔴 High Risk (Auto-Reject)
161,129169.71047687352,745.672259985328,65480.50993805298,0.6195421433649544,15,0,0.5758382587805505,9806.805513531905,working_capital,services,yes,high_school,northeast,0,0.5069339375021404,1.7972014309863213,7845.444410825524,Average,0.31,🔴 High Risk (Auto-Reject)
162,12458.463830907624,711.8923420418762,18343.08011746924,0.4758903640422916,6,1,0.1893807249900412,6439.661010763088,equipment,manufacturing,no,bachelors,midwest,1,1.4723388345810937,4.2128111328240045,12879.322021526175,Average,0.78,🔴 High Risk (Auto-Reject)
163,20806.12979834325,775.5513332941596,38669.293860528094,2.9932546242137064,3,2,0.1646666035710914,5793.106529580226,business_expansion,services,no,bachelors,southwest,0,1.858552947391843,1.7977385003640547,23172.426118320906,Elite,0.16,🟢 Low Risk (Auto-Approve)
164,70117.51479409012,764.7743816750647,3718.9450758929206,0.8849685823205817,7,0,0.1294811711936425,13011.569261585584,working_capital,manufacturing,no,bachelors,southeast,0,0.05303874626495423,41.98471016718041,22305.54730557529,Elite,0.05,🟢 Low Risk (Auto-Approve)
165,52752.43914815838,726.8528763221343,32081.789814532476,1.4629174018316382,7,2,0.2267540678614988,9088.746995613688,working_capital,technology,no,bachelors,west,0,0.6081574678362995,3.3995910009347354,15580.709135337751,Average,0.34,🔴 High Risk (Auto-Reject)
166,36512.29899531033,724.0485280081405,30426.40887271168,1.958603126212596,10,3,0.0610068658083585,23636.33824526062,working_capital,healthcare,no,masters,west,0,0.8333194487868231,9.322035345338113,28363.605894312746,Average,0.08,🟢 Low Risk (Auto-Approve)
167,140014.31416169522,772.4586761998917,43275.78731987022,0.7826671212030544,13,2,0.5263604409413789,4326.772556088741,business_expansion,technology,no,bachelors,northeast,1,0.3090811648721378,1.1997764544245524,3993.9438979280685,Elite,0.64,🔴 High Risk (Auto-Reject)
168,15749.180643061736,684.3903426579368,29397.096006399344,4.760444425151922,12,4,0.1318156672079134,9595.05028518062,real_estate,manufacturing,yes,masters,west,0,1.8665793905507182,3.916733931715667,9595.05028518062,Average,0.27,🟡 Medium Risk (Manual Review)
169,44348.76601678979,816.3761825156855,88344.17394901092,8.411589762969363,11,2,0.2761427553556604,10633.307264333334,working_capital,technology,no,masters,west,0,1.9920322904940604,1.4443475044052816,11599.97156109091,Elite,0.41,🔴 High Risk (Auto-Reject)
170,76421.85271496714,780.8687387649017,19234.236765290847,1.6963373489527136,7,2,0.0593013430309735,14911.525180695637,equipment,services,yes,bachelors,midwest,0,0.2516850361771436,9.30311425152314,25562.614595478233,Elite,0.01,🟢 Low Risk (Auto-Approve)
171,61691.42730615095,791.7233492605075,11211.490019142091,7.486630909017171,13,2,0.3262896588345171,12687.398649757357,equipment,food,no,bachelors,southwest,0,0.18173497532329339,13.579710059692712,11711.444907468329,Elite,0.04,🟢 Low Risk (Auto-Approve)
172,29552.687136058783,832.0319197388258,44821.80189208157,6.4286221479920105,9,0,0.3673284904837278,9519.592405194531,real_estate,technology,no,masters,west,0,1.5166743276415002,2.5486505236309047,12692.789873592708,Elite,0.25,🟡 Medium Risk (Manual Review)
173,30471.317518963104,766.8845545056599,32476.326531401664,0.544735522163112,9,3,0.1959628354619596,11591.760217787754,business_expansion,healthcare,no,masters,west,0,1.065799879220542,4.283154453412545,15455.680290383672,Elite,0.14,🟢 Low Risk (Auto-Approve)
